266	387
564	193
872	1
361	963
272	730
533	73
532	138
577	17
73	988
660	264
556	914
201	785
264	869
150	864
682	148
577	940
520	324
145	512
145	84
68	137
777	320
192	280
217	728
992	807
672	80
144	33
6	129
100	38
296	13
132	156
758	780
68	9
331	659
898	938
54	256
524	417
662	113
152	292
41	548
555	649
106	456
33	648
129	223
538	528
905	918
930	241
65	146
786	549
423	216
17	290
520	248
264	36
641	322
64	823
9	221
316	562
300	832
616	733
672	150
656	946
8	919
538	27
266	851
60	311
160	528
656	901
184	577
576	62
516	582
521	674
11	327
768	83
514	384
221	395
322	321
100	364
521	563
132	329
106	533
593	615
116	227
64	862
261	791
896	489
41	161
131	448
74	529
756	951
70	534
83	144
96	736
440	159
436	136
184	227
152	868
4	195
454	142
21	349
144	64
768	82
117	96
661	4
213	543
182	68
435	70
519	154
546	723
309	202
298	448
64	529
403	32
2	931
584	242
0	905
760	639
688	460
66	2
404	610
260	68
144	259
145	452
132	230
643	221
464	879
777	900
58	212
517	105
385	858
684	4
904	264
17	384
697	196
208	63
324	653
402	772
550	676
14	397
196	40
145	477
368	130
518	348
541	899
520	545
180	1000
675	369
16	162
307	570
773	162
644	607
64	340
148	161
898	809
240	213
84	516
957	547
261	57
896	598
604	324
601	398
149	354
816	710
34	702
208	544
131	296
256	222
56	759
98	450
551	562
304	400
0	885
608	347
576	364
0	984
165	440
34	415
287	192
39	430
39	322
800	87
163	90
516	330
456	945
32	161
734	331
653	144
265	769
522	388
8	264
212	128
264	404
98	97
67	899
289	520
580	121
70	768
385	888
0	353
172	752
263	101
384	269
164	372
283	800
24	234
23	512
78	98
860	454
2	305
329	332
80	524
640	72
672	11
66	1
4	898
401	353
158	954
212	224
746	385
15	758
450	34
692	137
922	777
36	836
297	1014
128	178
329	59
586	768
345	714
260	276
93	391
164	16
908	109
130	918
106	40
290	209
64	341
832	635
169	9
551	190
213	769
913	8
232	5
432	144
965	62
577	966
494	195
16	192
0	456
562	288
138	516
28	485
520	338
809	47
287	272
784	143
307	296
524	63
887	401
587	934
46	519
608	328
490	702
586	419
2	136
870	672
42	683
648	196
66	873
272	25
228	64
48	924
298	281
331	128
720	960
184	8
70	940
158	545
145	299
144	402
149	186
520	104
161	660
331	260
285	527
289	128
16	208
76	532
1010	569
11	64
351	748
280	621
72	512
44	534
90	171
98	840
320	662
771	344
78	564
211	520
353	168
40	386
788	642
906	193
436	514
300	577
184	979
817	637
1	30
136	664
241	239
160	497
931	80
2	285
640	157
405	620
588	42
529	775
708	65
132	310
758	362
57	848
371	728
206	278
110	96
17	773
105	422
117	160
419	512
544	323
485	196
256	976
640	3
182	990
657	722
31	200
79	306
542	916
450	814
736	744
738	401
692	36
656	704
551	13
251	812
10	65
721	402
929	882
0	362
42	135
524	237
146	512
289	368
275	35
390	5
672	431
960	33
690	8
1001	518
7	65
273	786
223	360
40	80
442	100
930	12
605	83
512	544
0	1004
260	210
287	68
530	16
144	876
203	0
602	569
194	145
756	802
192	777
966	516
418	789
259	747
256	226
533	615
868	276
6	258
182	322
170	956
128	77
374	524
314	548
0	120
260	273
14	131
256	771
133	915
36	73
200	369
84	552
332	296
0	20
704	104
253	130
652	89
521	22
26	98
9	216
345	42
664	310
116	584
261	84
674	21
648	598
841	832
541	941
1	458
580	5
29	886
384	68
64	672
834	980
37	560
258	876
333	394
346	821
677	26
568	262
273	40
130	163
514	342
330	503
153	503
548	457
737	552
649	158
304	438
793	552
240	137
160	25
68	47
67	369
73	802
70	128
338	3
698	330
712	228
555	84
54	339
16	925
85	433
182	537
32	93
416	150
104	18
60	833
169	793
578	305
580	906
519	721
268	74
269	29
17	616
704	356
64	468
64	185
344	13
416	528
1	845
20	840
181	33
700	142
386	516
36	402
545	656
436	259
523	45
4	338
98	171
336	36
592	319
768	162
771	659
452	592
742	516
402	928
200	349
704	525
103	345
82	139
449	428
550	720
934	788
3	44
5	949
177	201
49	164
480	100
0	834
590	709
789	293
536	272
852	377
6	277
4	322
57	116
437	514
130	21
516	120
176	833
641	1012
538	326
2	1
277	675
140	53
0	89
183	713
148	528
626	12
391	26
210	272
265	57
284	231
474	755
128	618
628	40
550	576
428	320
554	868
669	7
517	124
192	73
401	80
274	624
344	321
40	50
832	930
714	289
200	269
486	220
320	406
690	52
770	298
402	949
295	97
297	278
208	359
264	181
358	486
872	169
2	848
590	276
322	11
161	106
512	952
648	71
139	704
363	328
16	202
131	364
164	689
802	380
549	34
522	545
545	266
242	673
165	229
32	181
88	8
286	101
410	837
746	256
304	523
521	0
336	49
4	98
21	928
221	441
96	256
144	5
343	258
546	89
29	89
168	70
922	865
155	285
771	616
196	397
1014	184
787	77
556	20
2	724
296	386
858	705
540	310
260	800
621	97
263	864
196	640
513	164
628	521
52	568
741	471
534	94
784	164
403	813
14	74
71	237
409	91
88	288
674	1001
147	55
10	279
709	672
262	41
660	103
264	514
649	513
38	597
834	627
645	224
275	34
638	34
421	100
520	715
17	370
6	35
207	600
376	690
277	324
136	202
661	320
3	158
36	3
329	83
513	145
960	298
513	520
514	584
402	676
34	516
26	512
7	50
19	143
513	784
211	752
650	205
448	236
834	49
548	97
417	798
84	403
313	305
36	841
286	778
4	576
397	2
1	184
601	802
522	45
384	648
852	416
705	0
1013	930
16	256
512	529
1	490
312	64
34	132
768	875
435	642
784	659
934	589
16	605
522	353
68	90
0	141
97	209
546	209
390	333
20	579
131	944
519	402
325	214
304	588
630	576
529	442
68	3
2	224
388	161
488	604
888	288
387	579
212	234
264	250
552	740
378	168
272	83
568	514
22	530
284	116
790	201
75	779
14	32
358	520
530	212
4	324
577	800
262	865
321	16
679	96
57	161
267	575
110	440
710	8
305	671
257	193
381	777
288	580
547	294
915	331
192	640
158	55
231	325
853	128
918	650
184	192
933	128
65	20
373	935
76	633
257	649
587	488
17	700
19	24
368	96
50	262
78	341
528	743
57	17
592	552
993	222
708	489
214	118
332	632
532	20
259	8
777	278
278	200
138	921
512	204
116	203
291	376
8	132
556	420
338	44
168	666
360	515
328	768
194	674
522	416
681	849
840	587
385	66
147	10
275	117
948	657
16	160
196	813
265	284
19	836
329	432
18	3
435	260
781	952
348	152
178	388
597	19
32	75
216	900
587	9
60	374
862	314
81	628
323	926
385	165
297	417
704	945
8	639
128	491
528	2
6	90
145	951
516	673
906	305
820	713
528	636
291	981
28	102
144	217
73	275
42	214
837	754
9	41
17	160
455	198
794	802
590	136
85	387
1	292
772	520
272	437
116	584
529	835
140	619
640	388
127	523
531	771
11	750
680	134
631	664
521	81
78	773
134	701
400	2
129	658
24	404
189	309
289	134
265	802
286	34
722	126
577	237
525	660
0	25
96	401
994	672
193	361
419	200
404	641
864	75
264	528
708	994
1020	941
32	649
520	47
400	840
18	578
1	924
482	640
512	321
444	260
513	624
120	196
594	704
128	114
800	17
286	56
465	539
320	897
16	17
24	969
4	73
105	328
49	291
160	860
132	496
194	466
129	585
321	414
206	11
150	882
662	154
368	8
19	134
156	930
516	321
320	906
87	465
211	318
544	100
672	49
308	388
303	121
52	706
338	676
154	928
798	998
529	514
100	74
262	722
0	513
984	2
280	26
98	112
811	267
531	476
285	778
516	16
132	312
778	429
993	757
324	915
513	353
418	14
211	578
161	707
750	385
32	2
204	67
341	520
242	395
5	297
128	608
138	616
64	2
546	651
140	541
165	611
66	597
78	726
72	96
303	526
128	748
112	70
413	42
106	593
544	549
320	430
201	358
362	556
104	150
522	644
168	2
260	97
137	357
388	520
522	321
56	744
904	321
574	665
896	525
81	177
647	461
81	530
80	654
17	640
192	820
542	405
387	415
263	912
1007	24
996	534
35	410
438	770
373	705
528	164
32	640
208	23
693	410
193	516
306	113
270	368
591	81
452	4
6	330
28	579
666	769
722	557
