46, -0.527
36, 0.001
16, 0.662
24, 0.375
41, -0.242
33, 0.124
25, 0.325
32, 0.410
28, 0.069
44, -0.426
24, 0.421
41, -0.274
43, -0.213
14, 0.515
43, -0.611
43, -0.287
42, -0.039
30, 0.139
25, -0.029
33, -0.103
32, -0.009
32, -0.195
33, -0.068
29, -0.048
30, -0.043
38, -0.205
30, 0.107
28, 0.176
34, 0.115
35, 0.077
23, 0.332
50, -0.750
38, -0.109
28, 0.399
32, -0.252
32, 0.108
35, -0.124
45, -0.462
33, 0.130
41, -0.397
22, 0.328
31, 0.067
36, -0.278
38, -0.109
11, 0.656
28, 0.029
28, 0.408
34, -0.318
30, 0.040
37, -0.416
17, 0.619
32, -0.133
43, -0.600
48, -0.388
37, -0.342
37, -0.318
34, -0.114
33, 0.218
30, 0.279
31, -0.032
37, -0.217
31, 0.023
34, -0.015
31, 0.149
24, -0.023
16, 0.526
27, 0.038
26, -0.072
31, -0.099
41, -0.246
41, -0.492
29, 0.049
30, 0.321
29, 0.156
43, -0.342
29, 0.388
35, -0.244
23, 0.339
21, 0.323
37, 0.043
28, 0.165
19, 0.397
39, -0.296
23, 0.425
17, 0.411
39, -0.189
35, -0.232
45, -0.271
29, 0.280
39, -0.428
42, -0.339
22, 0.405
25, 0.240
34, -0.329
16, 0.638
40, -0.230
43, -0.309
44, -0.289
23, 0.246
45, -0.537
22, 0.547
53, -0.728
49, -0.518
26, -0.063
30, 0.301
48, -0.651
29, -0.012
30, -0.060
26, 0.261
29, 0.095
36, 0.135
49, -0.657
22, 0.240
26, 0.254
30, 0.293
35, -0.188
22, 0.302
22, 0.311
40, -0.098
22, 0.563
34, 0.074
40, -0.209
41, -0.204
36, 0.092
37, 0.171
24, 0.339
32, -0.111
28, -0.051
31, 0.338
33, 0.311
34, -0.130
46, -0.647
32, -0.011
31, 0.051
36, -0.268
35, 0.213
36, -0.204
45, -0.287
34, 0.015
27, 0.199
48, -0.492
28, 0.240
22, 0.582
29, -0.094
37, -0.475
15, 0.564
30, -0.338
23, 0.489
21, 0.164
25, 0.349
25, -0.040
15, 0.514
33, -0.149
29, -0.057
39, -0.460
25, 0.003
29, -0.159
37, -0.387
34, -0.265
25, 0.271
29, 0.064
18, 0.424
33, -0.197
22, 0.375
19, 0.457
40, -0.199
41, -0.103
31, 0.092
37, -0.448
14, 0.629
30, -0.003
43, -0.195
32, 0.204
30, 0.036
28, 0.274
39, -0.382
50, -0.538
42, -0.231
22, 0.287
45, -0.453
31, 0.151
25, 0.183
17, 0.345
30, 0.198
30, -0.030
32, 0.281
27, 0.480
33, 0.099
32, 0.028
29, 0.379
16, 0.487
49, -0.461
38, -0.438
25, 0.077
23, 0.369
26, 0.355
30, 0.104
37, -0.355
28, 0.229
22, 0.581
28, 0.201
36, -0.223
46, -0.605
18, 0.464
30, 0.062
34, -0.060
34, -0.010
28, 0.331
29, 0.118
24, 0.417
36, -0.202
11, 0.520
32, -0.090
37, 0.074
24, 0.016
33, 0.054
31, -0.139
50, -0.777
25, 0.316
31, -0.025
22, 0.211
30, -0.067
17, 0.341
34, -0.020
37, -0.246
34, -0.126
46, -0.656
40, -0.357
38, -0.216
33, -0.122
34, -0.278
20, 0.334
25, 0.453
31, 0.193
30, 0.275
32, -0.237
33, 0.089
19, 0.212
38, 0.080
30, 0.193
44, -0.329
24, 0.225
24, 0.114
25, 0.138
37, 0.162
39, 0.169
23, 0.255
25, 0.126
26, 0.116
47, -0.607
26, 0.277
28, 0.172
29, 0.173
31, -0.047
19, 0.026
29, 0.309
32, 0.269
46, -0.644
34, -0.041
30, 0.186
37, -0.150
30, 0.034
