SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/home/ubuntu15/.m2/repository/org/slf4j/slf4j-log4j12/1.7.12/slf4j-log4j12-1.7.12.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/home/ubuntu15/.m2/repository/org/slf4j/slf4j-jcl/1.7.12/slf4j-jcl-1.7.12.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
mAE = 0.0000, maxAE = 0.0000
log4j:WARN No appenders could be found for logger (org.apache.mahout.classifier.sgd.OnlineLogisticRegressionTest).
log4j:WARN Please initialize the log4j system properly.
log4j:WARN See http://logging.apache.org/log4j/1.2/faq.html#noconfig for more info.
0,0,0.500
0,1,0.250
0,2,0.125
0,3,0.375
0,4,0.375
0,5,0.375
0,6,0.400
0,7,0.417
0,8,0.429
0,9,0.438
0,10,0.444
0,11,0.450
0,12,0.455
0,13,0.458
0,14,0.462
0,15,0.464
0,16,0.467
0,17,0.469
0,18,0.485
0,19,0.492
0,20,0.500
0,21,0.545
0,22,0.544
0,23,0.543
0,24,0.547
0,25,0.545
0,26,0.544
0,27,0.543
0,28,0.542
0,29,0.541
0,30,0.496
0,31,0.457
0,32,0.490
0,33,0.516
0,34,0.514
0,35,0.529
0,36,0.547
0,37,0.561
0,38,0.564
0,39,0.567
0,40,0.540
0,41,0.543
0,42,0.545
0,43,0.548
0,44,0.561
0,45,0.568
0,46,0.571
0,47,0.574
0,48,0.577
0,49,0.580
0,50,0.583
0,51,0.584
0,52,0.595
0,53,0.599
0,54,0.598
0,55,0.603
0,56,0.608
0,57,0.611
0,58,0.617
0,59,0.623
0,60,0.627
0,61,0.632
0,62,0.637
0,63,0.642
0,64,0.647
0,65,0.650
0,66,0.655
0,67,0.658
0,68,0.655
0,69,0.657
0,70,0.662
0,71,0.668
0,72,0.671
0,73,0.669
0,74,0.671
0,75,0.655
0,76,0.661
0,77,0.667
0,78,0.670
0,79,0.670
0,80,0.675
0,81,0.680
0,82,0.679
0,83,0.683
0,84,0.686
0,85,0.686
0,86,0.689
0,87,0.693
0,88,0.695
0,89,0.697
0,90,0.690
0,91,0.691
0,92,0.693
0,93,0.694
0,94,0.698
0,95,0.700
0,96,0.702
0,97,0.704
0,98,0.708
0,99,0.710
0,100,0.711
0,101,0.713
0,102,0.716
0,103,0.717
0,104,0.719
0,105,0.721
0,106,0.725
0,107,0.727
0,108,0.728
0,109,0.731
0,110,0.732
0,111,0.733
0,112,0.723
0,113,0.716
0,114,0.720
0,115,0.723
0,116,0.726
0,117,0.726
0,118,0.726
0,119,0.729
0,120,0.729
0,121,0.732
0,122,0.733
0,123,0.735
0,124,0.738
0,125,0.738
0,126,0.739
0,127,0.740
0,128,0.740
0,129,0.743
0,130,0.743
0,131,0.744
0,132,0.744
0,133,0.745
0,134,0.747
0,135,0.748
0,136,0.751
0,137,0.752
0,138,0.754
0,139,0.756
0,140,0.758
0,141,0.760
0,142,0.761
0,143,0.763
0,144,0.764
0,145,0.766
0,146,0.768
0,147,0.770
0,148,0.771
0,149,0.769
0,150,0.770
0,151,0.772
0,152,0.773
0,153,0.766
0,154,0.766
0,155,0.767
0,156,0.768
0,157,0.768
0,158,0.770
0,159,0.772
0,160,0.772
0,161,0.772
0,162,0.774
0,163,0.776
0,164,0.776
0,165,0.778
0,166,0.779
0,167,0.780
0,168,0.781
0,169,0.781
0,170,0.781
0,171,0.775
0,172,0.776
0,173,0.777
0,174,0.777
0,175,0.778
0,176,0.779
0,177,0.779
0,178,0.780
0,179,0.780
0,180,0.780
0,181,0.781
0,182,0.783
0,183,0.783
0,184,0.782
0,185,0.783
0,186,0.783
0,187,0.784
0,188,0.785
0,189,0.783
0,190,0.785
0,191,0.785
0,192,0.785
0,193,0.786
0,194,0.787
0,195,0.787
0,196,0.788
0,197,0.789
0,198,0.789
0,199,0.791
0,200,0.792
0,201,0.792
0,202,0.793
0,203,0.793
0,204,0.794
0,205,0.795
0,206,0.796
0,207,0.796
0,208,0.796
0,209,0.797
0,210,0.798
0,211,0.798
0,212,0.799
0,213,0.800
0,214,0.801
0,215,0.802
0,216,0.802
0,217,0.803
0,218,0.803
0,219,0.804
0,220,0.799
0,221,0.800
0,222,0.801
0,223,0.802
0,224,0.802
0,225,0.803
0,226,0.804
0,227,0.805
0,228,0.806
0,229,0.806
0,230,0.807
0,231,0.808
0,232,0.807
0,233,0.808
0,234,0.809
0,235,0.809
0,236,0.810
0,237,0.810
0,238,0.811
0,239,0.811
0,240,0.811
0,241,0.811
0,242,0.811
0,243,0.811
0,244,0.811
0,245,0.811
0,246,0.811
0,247,0.812
0,248,0.813
0,249,0.813
0,250,0.813
0,251,0.813
0,252,0.813
0,253,0.813
0,254,0.814
0,255,0.815
0,256,0.815
0,257,0.816
0,258,0.817
0,259,0.818
0,260,0.818
0,261,0.819
0,262,0.819
0,263,0.819
0,264,0.820
0,265,0.820
0,266,0.821
0,267,0.817
0,268,0.817
0,269,0.818
0,270,0.818
0,271,0.818
0,272,0.819
0,273,0.819
0,274,0.819
0,275,0.820
0,276,0.820
0,277,0.821
0,278,0.822
